 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
1614,ID47010,47010,46,522.449,634.822,150.816,0,23,23,7.500,1,-10921639,64734.971,65535,37931,65535,31655401,3650.976,20.565,0.187,5.585
1615,ID47022,47022,46,524.522,631.818,156.162,0,23,23,7.500,1,-10921639,64240.325,65535,38130,65535,31413519,4867.024,28.500,0.185,4.123
1616,ID47037,47037,15,318.882,582.028,162.375,0,23,23,7.500,1,-10921639,42771.507,43094,30782,51634,20915267,4567.594,10.990,0.141,2.317
1617,ID47062,47062,22,420.133,591.427,178.562,0,23,23,7.500,1,-10921639,44658.354,46470,29590,61166,21837935,9238.281,10.543,0.162,1.345
1618,ID47063,47063,39,520.481,193.482,179.378,0,23,23,7.500,1,-10921639,39665.366,30384,27604,65535,19396364,14943.948,6.336,0.165,0.754
1619,ID47068,47068,39,536.521,171.073,180.325,0,23,23,7.500,1,-10921639,41401.168,32569,27207,65535,20245171,15003.723,9.576,0.166,0.787
1620,ID47082,47082,23,378.522,221.556,185.507,0,23,23,7.500,1,-10921639,40441.990,41704,28398,52627,19776133,7976.141,10.566,0.154,1.356
1621,ID47095,47095,23,402.715,234.273,197.417,0,23,23,7.500,1,-10921639,40241.761,40711,28200,58783,19678221,9305.289,10.268,0.151,1.134
1622,ID47101,47101,4,606.350,163.913,199.669,0,23,23,7.500,1,-10921639,58982.765,65535,30583,65535,28842572,11771.212,10.885,0.217,1.785
1623,ID47562,47562,3,437.931,120.615,0.000,0,24,24,7.500,1,-10921639,32891.288,30583,0,65535,16083840,22855.113,6.451,0.246,0.569
1624,ID47586,47586,29,638.210,150.451,9.372,0,24,24,7.500,1,-10921639,60422.487,65535,30583,65535,29546596,9323.486,26.639,0.281,2.846
1625,ID47588,47588,7,602.097,708.855,10.320,0,24,24,7.500,1,-10921639,45637.162,61276,0,65535,22316572,26610.192,28.500,0.346,0.882
1626,ID47590,47590,11,400.524,452.322,10.765,0,24,24,7.500,1,-10921639,60663.677,65535,31179,65535,29664538,9990.960,28.500,0.131,1.409
1627,ID47592,47592,29,715.737,174.729,12.500,0,24,24,7.500,1,-10921639,60590.200,65535,30782,65535,29628608,9559.223,13.430,0.289,2.841
1628,ID47600,47600,3,673.994,120.273,19.470,0,24,24,7.500,1,-10921639,62473.329,65535,31576,65535,30549458,7675.547,13.591,0.261,3.373
1629,ID47604,47604,3,670.425,123.633,23.025,0,24,24,7.500,1,-10921639,61598.965,65535,29987,65535,30121894,9070.557,13.257,0.253,2.746
1630,ID47609,47609,11,464.984,433.814,25.219,0,24,24,7.500,1,-10921639,62755.982,65535,33165,65535,30687675,7551.960,28.500,0.151,2.184
1631,ID47642,47642,24,793.146,166.855,39.831,0,24,24,7.500,1,-10921639,57303.910,65535,28001,65535,28021612,12301.140,11.154,0.324,2.278
1632,ID47670,47670,24,712.785,148.246,52.586,0,24,24,7.500,1,-10921639,50751.587,61564,27604,65535,24817526,16133.696,10.446,0.276,1.362
1633,ID47704,47704,34,727.590,226.095,69.791,0,24,24,7.500,1,-10921639,62450.681,65535,42101,65535,30538383,5564.149,16.273,0.294,5.096
1634,ID47743,47743,48,511.349,325.215,88.372,0,24,24,7.500,1,-10921639,62518.411,65535,34753,65535,30571503,7541.535,13.235,0.174,2.461
1635,ID47758,47758,14,596.580,270.677,95.996,0,24,24,7.500,1,-10921639,65112.646,65535,40115,65535,31840084,2441.561,17.129,0.226,9.841
1636,ID47764,47764,34,660.487,230.530,97.655,0,24,24,7.500,1,-10921639,60699.119,65535,31775,65535,29681869,8415.971,16.363,0.255,2.929
1637,ID47771,47771,45,500.055,330.662,101.431,0,24,24,7.500,1,-10921639,62059.906,65535,31973,65535,30347294,8180.604,12.933,0.167,2.166
1638,ID47772,47772,17,474.903,300.147,104.624,0,24,24,7.500,1,-10921639,62303.166,65535,32768,65535,30466248,8123.203,12.937,0.155,2.059
1639,ID47775,47775,30,648.776,512.654,105.885,0,24,24,7.500,1,-10921639,65380.681,65535,49847,65535,31971153,1289.136,17.574,0.255,20.623
1640,ID47794,47794,19,537.850,616.165,114.297,0,24,24,7.500,1,-10921639,62819.327,65535,34753,65535,30718651,7283.647,13.410,0.187,2.722
1641,ID47799,47799,21,507.556,303.007,118.096,0,24,24,7.500,1,-10921639,62998.832,65535,31179,65535,30806429,7392.796,13.473,0.174,2.525
1642,ID47800,47800,14,598.742,250.135,118.520,0,24,24,7.500,1,-10921639,65011.528,65535,37335,65535,31790637,3044.703,16.508,0.228,7.927
1643,ID47803,47803,19,453.895,608.699,120.317,0,24,24,7.500,1,-10921639,64423.082,65535,39917,65535,31502887,4121.988,28.500,0.147,4.006
1644,ID47806,47806,51,30.675,708.855,122.550,0,24,24,7.500,1,-10921639,21132.434,28994,0,32172,10333760,12198.389,28.500,0.114,0.354
1645,ID47818,47818,47,626.335,552.428,129.584,0,24,24,7.500,1,-10921639,62543.603,65535,34158,65535,30583822,7452.978,13.485,0.232,3.157
1646,ID47824,47824,30,636.754,507.310,132.170,0,24,24,7.500,1,-10921639,65354.290,65535,55209,65535,31958248,1117.861,16.987,0.254,23.664
1647,ID47828,47828,47,609.537,550.100,135.912,0,24,24,7.500,1,-10921639,62919.650,65535,32172,65535,30767709,7049.599,13.772,0.224,3.269
1648,ID47847,47847,30,650.450,527.455,145.307,0,24,24,7.500,1,-10921639,62826.648,65535,34158,65535,30722231,7129.697,13.751,0.257,3.602
1649,ID47855,47855,22,278.414,609.416,150.788,0,24,24,7.500,1,-10921639,43861.967,45478,31775,53818,21448502,5783.930,10.583,0.107,1.466
1650,ID47859,47859,46,554.222,635.303,151.799,0,24,24,7.500,1,-10921639,64554.245,65535,38328,65535,31567026,4158.280,17.033,0.200,5.176
1651,ID47869,47869,46,550.802,632.291,157.231,0,24,24,7.500,1,-10921639,64528.252,65535,38328,65535,31554315,4178.466,16.533,0.199,5.123
1652,ID47873,47873,15,321.481,581.427,161.988,0,24,24,7.500,1,-10921639,42589.988,43690,29987,53620,20826504,5206.632,10.848,0.141,2.020
1653,ID47903,47903,39,581.669,167.922,176.600,0,24,24,7.500,1,-10921639,42546.033,34356,27405,65535,20805010,15367.491,9.906,0.197,0.911
1654,ID47910,47910,22,368.185,591.373,178.507,0,24,24,7.500,1,-10921639,43904.634,45478,29789,55010,21469366,6738.099,10.906,0.155,1.746
1655,ID47916,47916,39,547.033,188.308,180.440,0,24,24,7.500,1,-10921639,42964.806,41903,27803,65535,21009790,12327.599,10.123,0.195,1.140
1656,ID47924,47924,23,410.215,220.287,184.212,0,24,24,7.500,1,-10921639,40391.254,39520,28398,59776,19751323,10036.038,10.256,0.153,1.070
1657,ID47946,47946,23,349.679,230.953,198.532,0,24,24,7.500,1,-10921639,39700.025,41506,28200,52825,19413312,7657.415,10.511,0.149,1.342
1658,ID47955,47955,4,572.030,162.636,201.372,0,24,24,7.500,1,-10921639,58106.775,65535,30186,65535,28414213,12555.238,10.735,0.194,1.502
1659,ID47961,47961,31,754.141,189.205,206.419,0,24,24,7.500,1,-10921639,62652.423,65535,30782,65535,30637035,7689.568,13.688,0.309,3.851
1660,ID47975,47975,None,28.827,395.171,216.607,0,24,24,7.500,1,-10921639,28827.464,28398,28398,31377,14096630,635.751,28.500,0.004,0.336
1661,ID47984,47984,4,586.131,151.484,220.185,0,24,24,7.500,1,-10921639,62732.830,65535,33959,65535,30676354,7425.222,13.552,0.212,2.952
1662,ID47989,47989,8,74.285,490.273,222.085,0,24,24,7.500,1,-10921639,31778.157,31377,29391,36541,15539519,1836.184,9.877,0.029,0.969
1663,ID47990,47990,28,416.006,513.870,222.085,0,24,24,7.500,1,-10921639,43049.321,44286,29391,58386,21051118,7067.450,10.802,0.174,1.809
1664,ID48031,48031,28,446.217,506.006,242.471,0,24,24,7.500,1,-10921639,43412.814,44882,29590,57195,21228866,8545.037,10.548,0.178,1.539
1665,ID48032,48032,41,517.987,674.394,242.263,0,24,24,7.500,1,-10921639,60534.131,65535,30583,65535,29601190,10075.066,10.967,0.173,1.774
1666,ID48046,48046,8,89.196,485.812,250.660,0,24,24,7.500,1,-10921639,32199.771,32172,29193,37732,15745688,1783.996,11.049,0.040,1.375
1667,ID48049,48049,6,550.145,690.065,254.772,0,24,24,7.500,1,-10921639,61134.763,65535,30782,65535,29894899,9462.762,13.030,0.192,2.081
1668,ID48069,48069,41,627.724,649.091,263.960,0,24,24,7.500,1,-10921639,63317.636,65535,33959,65535,30962324,6572.735,16.069,0.241,3.748
1669,ID48076,48076,27,712.845,350.215,270.964,0,24,24,7.500,1,-10921639,64424.309,65535,36144,65535,31503487,4306.137,16.584,0.290,6.721
1670,ID48078,48078,1,820.211,60.761,272.044,0,24,24,7.500,1,-10921639,59275.160,65535,27008,65535,28985553,11996.378,13.083,0.350,2.563
1671,ID48082,48082,6,621.716,672.716,273.349,0,24,24,7.500,1,-10921639,63070.714,65535,32370,65535,30841579,7157.462,16.326,0.239,3.395
1672,ID48090,48090,37,632.446,321.375,278.512,0,24,24,7.500,1,-10921639,64239.108,65535,34952,65535,31412924,4754.850,16.513,0.248,5.377
1673,ID48095,48095,26,600.612,243.204,282.610,0,24,24,7.500,1,-10921639,61321.973,65535,29391,65535,29986445,9626.112,13.126,0.217,2.270
1674,ID48105,48105,35,67.748,120.169,285.969,0,24,24,7.500,1,-10921639,27152.468,26810,25420,31576,13277557,1622.091,10.090,0.025,0.820
1675,ID48107,48107,5,779.916,80.222,287.537,0,24,24,7.500,1,-10921639,60391.174,65535,28796,65535,29531284,10682.171,13.009,0.323,2.763
1676,ID48110,48110,2,681.288,223.309,290.231,0,24,24,7.500,1,-10921639,63086.137,65535,28398,65535,30849121,7434.544,16.338,0.271,3.620
1677,ID48111,48111,26,617.629,246.501,290.081,0,24,24,7.500,1,-10921639,59775.493,65535,28994,65535,29230216,10956.306,11.201,0.220,1.965
1678,ID48113,48113,1,836.119,42.376,291.671,0,24,24,7.500,1,-10921639,57996.307,65535,25817,65535,28360194,12749.069,12.059,0.353,2.374
1679,ID48124,48124,27,736.769,351.693,300.305,0,24,24,7.500,1,-10921639,62792.127,65535,30384,65535,30705350,7477.900,13.718,0.300,3.877
1680,ID48127,48127,37,657.133,315.471,300.380,0,24,24,7.500,1,-10921639,63725.785,65535,32768,65535,31161909,6169.026,16.594,0.260,4.262
1681,ID48139,48139,38,585.127,0.000,308.955,0,24,24,7.500,1,-10921639,45448.288,65535,0,65535,22224213,26951.086,10.790,0.300,0.778
1682,ID48151,48151,5,724.479,84.191,314.481,0,24,24,7.500,1,-10921639,64937.622,65535,39321,65535,31754497,3107.367,16.583,0.298,9.607
1683,ID48152,48152,44,619.759,41.801,315.354,0,24,24,7.500,1,-10921639,63055.282,65535,30980,65535,30834033,7117.094,13.783,0.232,3.336
1684,ID48153,48153,18,780.393,173.759,315.623,0,24,24,7.500,1,-10921639,53562.796,60769,26015,65535,26192207,14281.336,10.648,0.315,1.797
1685,ID48154,48154,40,76.996,577.117,315.484,0,24,24,7.500,1,-10921639,30423.781,30384,28200,34952,14877229,1753.724,10.360,0.029,0.980
1686,ID48155,48155,35,50.358,114.726,316.854,0,24,24,7.500,1,-10921639,27373.724,27207,25817,30583,13385751,1220.772,10.250,0.018,0.805
1687,ID48159,48159,38,604.904,0.000,319.920,0,24,24,7.500,1,-10921639,45554.616,65535,0,65535,22276207,26772.941,13.427,0.313,0.811
1688,ID48161,48161,18,772.003,147.022,321.507,0,24,24,7.500,1,-10921639,53005.677,55606,26611,65535,25919776,12227.865,10.705,0.313,2.066
1689,ID48169,48169,44,632.070,34.265,323.710,0,24,24,7.500,1,-10921639,63659.982,65535,30782,65535,31129731,6499.309,13.948,0.238,3.772
1690,ID48183,48183,40,72.308,574.373,334.843,0,24,24,7.500,1,-10921639,30448.155,30384,28398,34555,14889148,1611.350,10.099,0.025,0.917
1691,ID48186,48186,33,622.005,635.982,337.101,0,24,24,7.500,1,-10921639,63498.354,65535,32768,65535,31050695,6400.331,16.447,0.238,3.815
1692,ID48192,48192,9,810.864,89.666,340.253,0,24,24,7.500,1,-10921639,63551.546,65535,27604,65535,31076706,6860.192,15.833,0.353,4.830
1693,ID48212,48212,0,178.271,35.005,351.445,0,24,24,7.500,1,-10921639,29853.973,30384,23831,36144,14598593,3654.805,10.647,0.091,1.363
1694,ID48215,48215,42,783.780,112.468,352.919,0,24,24,7.500,1,-10921639,64416.168,65535,33562,65535,31499506,4561.471,16.404,0.333,7.059
1695,ID48217,48217,33,619.950,598.517,352.734,0,24,24,7.500,1,-10921639,64638.315,65535,39321,65535,31608136,3894.204,16.962,0.240,6.420
1696,ID48225,48225,9,761.122,59.061,356.592,0,24,24,7.500,1,-10921639,64366.215,65535,28796,65535,31475079,5162.746,16.914,0.317,6.003
1697,ID48227,48227,25,485.468,629.496,356.861,0,24,24,7.500,1,-10921639,62826.671,65535,32569,65535,30722242,6975.571,13.537,0.168,2.591
1698,ID48256,48256,25,582.011,618.055,373.214,0,24,24,7.500,1,-10921639,58105.147,65535,28597,65535,28413417,12196.381,10.827,0.200,1.591
1699,ID48257,48257,20,811.370,137.719,374.010,0,24,24,7.500,1,-10921639,59072.092,65535,26015,65535,28886253,12345.580,11.203,0.342,2.440
1700,ID48262,48262,43,212.009,0.000,376.680,0,24,24,7.500,1,-10921639,20030.125,22242,0,39917,9794731,12419.725,6.300,0.216,0.573
1701,ID48272,48272,0,185.684,36.079,380.973,0,24,24,7.500,1,-10921639,28858.988,29391,22441,33760,14112045,3166.879,10.708,0.108,1.782
1702,ID48273,48273,42,797.273,85.069,381.390,0,24,24,7.500,1,-10921639,63073.959,65535,29391,65535,30843166,7515.131,16.701,0.337,4.228
1703,ID48292,48292,20,780.903,128.570,394.973,0,24,24,7.500,1,-10921639,60094.294,65535,27008,65535,29386110,11540.866,12.821,0.323,2.544
1704,ID48305,48305,12,686.757,243.181,400.349,0,24,24,7.500,1,-10921639,64241.149,65535,35945,65535,31413922,4837.512,16.219,0.275,5.732
1705,ID48330,48330,16,670.231,269.610,414.090,0,24,24,7.500,1,-10921639,62971.215,65535,31973,65535,30792924,7316.794,20.699,0.262,3.572
1706,ID48333,48333,16,671.810,270.144,415.808,0,24,24,7.500,1,-10921639,62310.057,65535,28597,65535,30469618,8424.650,13.493,0.257,3.026
1707,ID48348,48348,16,696.695,220.055,425.503,0,24,24,7.500,1,-10921639,64844.209,65535,41704,65535,31708818,3228.606,16.680,0.282,8.844
1708,ID48361,48361,10,688.358,175.352,431.666,0,24,24,7.500,1,-10921639,60131.939,60769,36144,65535,29404518,4907.167,17.692,0.285,5.437
1709,ID48370,48370,12,678.812,249.322,437.736,0,24,24,7.500,1,-10921639,63549.530,65535,30384,65535,31075720,6294.826,16.487,0.269,4.284
1710,ID48388,48388,12,115.407,205.755,450.855,0,24,24,7.500,1,-10921639,21187.215,26810,0,35151,10360548,12392.009,6.299,0.158,0.466
1711,ID49153,49153,16,669.323,270.079,414.424,0,25,25,7.500,1,-10921639,63442.708,65535,32370,65535,31023484,6585.166,20.603,0.262,4.002
1712,ID49155,49155,16,669.820,270.671,416.487,0,25,25,7.500,1,-10921639,62714.953,65535,27604,65535,30667612,7906.142,13.697,0.257,3.240
1713,ID49177,49177,16,701.229,219.194,424.099,0,25,25,7.500,1,-10921639,64756.082,65535,33760,65535,31665724,3732.564,17.244,0.284,7.673
1714,ID49181,49181,16,701.384,219.194,424.099,0,25,25,7.500,1,-10921639,64756.082,65535,33760,65535,31665724,3732.564,17.244,0.284,7.673
1715,ID49195,49195,10,702.572,175.225,431.264,0,25,25,7.500,1,-10921639,61766.133,62755,44485,65535,30203639,4009.456,17.170,0.293,6.980
1716,ID49203,49203,12,680.352,251.643,437.441,0,25,25,7.500,1,-10921639,64437.294,65535,37732,65535,31509837,4227.215,17.720,0.274,6.554
1717,ID49224,49224,12,121.883,205.110,450.855,0,25,25,7.500,1,-10921639,21697.252,27207,0,35945,10609956,12555.523,10.399,0.167,0.496
1718,ID48409,48409,3,328.054,121.260,0.000,0,25,25,7.500,1,-10921639,30871.763,30583,0,65535,15096292,21772.766,6.198,0.199,0.471
1719,ID48432,48432,7,596.174,708.855,7.740,0,25,25,7.500,1,-10921639,44735.544,61276,0,65535,21875681,26431.846,13.242,0.413,0.989
1720,ID48436,48436,29,630.677,177.079,9.300,0,25,25,7.500,1,-10921639,59825.505,65535,28994,65535,29254672,10033.973,24.564,0.291,2.685
1721,ID48441,48441,11,376.705,452.997,9.508,0,25,25,7.500,1,-10921639,60649.464,65535,31576,65535,29657588,10111.936,26.711,0.143,1.498
1722,ID48444,48444,29,704.657,152.032,11.498,0,25,25,7.500,1,-10921639,62122.873,65535,31973,65535,30378085,7364.045,13.625,0.290,3.796
1723,ID48452,48452,3,674.323,123.073,18.571,0,25,25,7.500,1,-10921639,62567.947,65535,28398,65535,30595726,7889.949,13.587,0.264,3.311
1724,ID48454,48454,3,670.540,125.775,20.640,0,25,25,7.500,1,-10921639,62018.867,65535,28398,65535,30327226,9005.955,17.958,0.257,2.812
1725,ID48467,48467,11,464.739,435.206,24.407,0,25,25,7.500,1,-10921639,62256.865,65535,33562,65535,30443607,8169.632,28.500,0.149,1.978
1726,ID48490,48490,24,792.064,166.925,38.040,0,25,25,7.500,1,-10921639,59194.802,65535,28398,65535,28946258,10742.004,13.094,0.328,2.720
1727,ID48522,48522,24,756.756,147.216,51.692,0,25,25,7.500,1,-10921639,55628.299,65535,27803,65535,27202238,13682.628,10.784,0.303,1.892
1728,ID48553,48553,34,728.257,228.162,67.491,0,25,25,7.500,1,-10921639,62258.184,65535,40115,65535,30444252,5669.941,16.470,0.294,4.986
1729,ID48590,48590,48,516.507,325.721,86.617,0,25,25,7.500,1,-10921639,62321.853,65535,33165,65535,30475386,7799.261,13.080,0.176,2.388
1730,ID48603,48603,34,669.560,229.702,96.245,0,25,25,7.500,1,-10921639,61218.928,65535,31179,65535,29936056,7970.927,13.381,0.258,3.150
1731,ID48604,48604,14,587.909,270.477,96.216,0,25,25,7.500,1,-10921639,65108.186,65535,42896,65535,31837903,2574.193,17.045,0.222,9.207
1732,ID48610,48610,45,504.121,331.307,99.424,0,25,25,7.500,1,-10921639,62193.511,65535,34753,65535,30412627,7958.489,13.114,0.169,2.257
1733,ID48618,48618,30,636.052,512.004,103.399,0,25,25,7.500,1,-10921639,65019.243,65535,38725,65535,31794410,2882.394,17.513,0.250,9.037
1734,ID48619,48619,17,483.648,300.565,104.281,0,25,25,7.500,1,-10921639,63374.503,65535,35746,65535,30990132,6318.081,13.500,0.164,2.826
1735,ID48635,48635,19,537.981,616.956,113.320,0,25,25,7.500,1,-10921639,62838.425,65535,33562,65535,30727990,7400.141,13.393,0.188,2.688
1736,ID48639,48639,14,579.393,246.967,116.174,0,25,25,7.500,1,-10921639,65243.010,65535,46470,65535,31903832,1909.275,17.605,0.220,12.309
1737,ID48641,48641,14,581.209,250.837,116.856,0,25,25,7.500,1,-10921639,65113.059,65535,38924,65535,31840286,2773.254,16.949,0.219,8.448
1738,ID48645,48645,21,506.211,304.398,117.332,0,25,25,7.500,1,-10921639,62847.360,65535,33165,65535,30732359,7450.772,16.396,0.173,2.483
1739,ID48648,48648,19,452.095,609.151,119.416,0,25,25,7.500,1,-10921639,63454.090,65535,35945,65535,31029050,6274.288,28.500,0.142,2.517
1740,ID48658,48658,47,619.229,552.358,126.184,0,25,25,7.500,1,-10921639,62828.679,65535,35548,65535,30723224,6931.864,13.567,0.229,3.374
1741,ID48662,48662,30,618.830,507.889,128.085,0,25,25,7.500,1,-10921639,64896.605,65535,42300,65535,31734440,3072.381,17.163,0.244,8.281
1742,ID48666,48666,47,602.486,550.425,133.283,0,25,25,7.500,1,-10921639,63038.249,65535,36342,65535,30825704,6623.225,13.650,0.221,3.442
1743,ID48691,48691,30,659.688,528.029,144.032,0,25,25,7.500,1,-10921639,63568.204,65535,34753,65535,31084852,5865.891,16.101,0.262,4.502
1744,ID48701,48701,22,270.344,608.252,148.830,0,25,25,7.500,1,-10921639,43412.387,44683,31775,52627,21228657,5989.296,10.644,0.101,1.325
1745,ID48702,48702,46,539.828,635.231,151.020,0,25,25,7.500,1,-10921639,64335.352,65535,35151,65535,31459987,4773.190,17.164,0.191,4.321
1746,ID48709,48709,46,536.155,631.336,156.913,0,25,25,7.500,1,-10921639,64790.200,65535,41108,65535,31682408,3370.554,17.065,0.192,6.200
1747,ID48720,48720,15,333.258,582.264,161.912,0,25,25,7.500,1,-10921639,43059.838,43690,30384,53421,21056261,5345.259,10.759,0.142,2.009
1748,ID48743,48743,39,576.470,163.179,175.532,0,25,25,7.500,1,-10921639,42445.016,39123,27207,65535,20755613,13179.887,10.165,0.207,1.106
1749,ID48745,48745,22,363.259,594.611,176.382,0,25,25,7.500,1,-10921639,43796.971,45875,29789,55606,21416719,7126.165,10.711,0.149,1.591
1750,ID48759,48759,39,562.766,190.935,180.423,0,25,25,7.500,1,-10921639,43525.720,43690,27803,65535,21284077,12008.351,10.343,0.207,1.244
1751,ID48763,48763,23,360.048,219.385,183.599,0,25,25,7.500,1,-10921639,40019.239,41704,28398,52825,19569408,8274.266,10.413,0.145,1.228
1752,ID48787,48787,23,318.886,230.696,197.457,0,25,25,7.500,1,-10921639,39560.703,41108,28398,50641,19345184,6942.438,10.673,0.141,1.411
1753,ID48800,48800,4,614.288,162.197,201.121,0,25,25,7.500,1,-10921639,57551.198,65535,29590,65535,28142536,12915.770,10.753,0.216,1.581
1754,ID48809,48809,31,752.199,187.459,209.388,0,25,25,7.500,1,-10921639,64680.965,65535,43690,65535,31628992,3463.757,16.063,0.315,8.955
1755,ID48825,48825,8,86.314,491.340,220.020,0,25,25,7.500,1,-10921639,31672.591,31377,29391,37534,15487897,1934.898,10.116,0.029,0.923
1756,ID48830,48830,28,446.030,515.333,221.565,0,25,25,7.500,1,-10921639,43720.196,44882,29789,58386,21379176,7719.975,10.625,0.182,1.741
1757,ID48835,48835,4,604.521,154.415,224.436,0,25,25,7.500,1,-10921639,62845.724,65535,32569,65535,30731559,7579.772,13.706,0.222,3.013
1758,ID48860,48860,41,520.523,673.517,240.584,0,25,25,7.500,1,-10921639,60372.493,65535,30583,65535,29522149,10046.587,10.908,0.174,1.779
1759,ID48866,48866,28,466.344,507.934,243.613,0,25,25,7.500,1,-10921639,43544.775,44286,29590,58982,21293395,9024.433,10.549,0.181,1.482
1760,ID48881,48881,8,92.908,486.734,250.556,0,25,25,7.500,1,-10921639,32155.123,31973,29193,36938,15723855,1749.851,10.337,0.039,1.393
1761,ID48885,48885,6,535.876,690.284,253.404,0,25,25,7.500,1,-10921639,61665.965,65535,31179,65535,30154657,8925.813,13.130,0.187,2.174
1762,ID48896,48896,41,624.045,650.003,263.044,0,25,25,7.500,1,-10921639,63487.382,65535,34158,65535,31045330,6212.967,13.830,0.240,3.961
1763,ID48906,48906,27,683.027,349.411,270.327,0,25,25,7.500,1,-10921639,64137.168,65535,34952,65535,31363075,5058.975,16.760,0.273,5.435
1764,ID48911,48911,1,791.065,61.541,271.739,0,25,25,7.500,1,-10921639,58423.540,65535,26015,65535,28569111,12611.549,12.822,0.326,2.280
1765,ID48916,48916,6,619.523,672.808,273.031,0,25,25,7.500,1,-10921639,63449.628,65535,31973,65535,31026868,6407.940,13.792,0.240,3.831
1766,ID48920,48920,37,624.035,320.996,276.088,0,25,25,7.500,1,-10921639,63821.215,65535,32172,65535,31208574,5737.107,16.523,0.242,4.342
1767,ID48924,48924,26,610.271,244.593,281.875,0,25,25,7.500,1,-10921639,61887.299,65535,29193,65535,30262889,8956.057,13.313,0.224,2.529
1768,ID48934,48934,35,77.107,119.555,286.003,0,25,25,7.500,1,-10921639,27493.211,27405,25420,31576,13444180,1690.003,10.416,0.031,0.987
1769,ID48937,48937,5,746.632,78.731,286.075,0,25,25,7.500,1,-10921639,62698.714,65535,30583,65535,30659671,7737.861,13.791,0.313,3.862
1770,ID48944,48944,2,690.980,223.889,288.816,0,25,25,7.500,1,-10921639,62549.656,65535,30583,65535,30586782,8025.171,13.648,0.275,3.366
1771,ID48945,48945,26,619.360,247.253,289.266,0,25,25,7.500,1,-10921639,60808.658,65535,28994,65535,29735434,10040.306,12.561,0.222,2.200
1772,ID48947,48947,1,829.314,44.982,291.693,0,25,25,7.500,1,-10921639,60698.597,65535,29590,65535,29681614,10030.572,13.401,0.355,3.173
1773,ID48950,48950,27,705.024,350.993,294.778,0,25,25,7.500,1,-10921639,62569.176,65535,29987,65535,30596327,7792.115,13.628,0.283,3.540
1774,ID48958,48958,37,647.480,317.868,299.005,0,25,25,7.500,1,-10921639,63824.460,65535,30782,65535,31210161,6004.803,16.536,0.255,4.315
1775,ID48967,48967,38,644.675,0.000,307.020,0,25,25,7.500,1,-10921639,45599.967,65535,0,65535,22298384,26867.212,10.859,0.327,0.837
1776,ID48974,48974,5,711.930,82.937,313.218,0,25,25,7.500,1,-10921639,65101.683,65535,38924,65535,31834723,2751.885,16.735,0.292,10.687
1777,ID48975,48975,40,65.997,578.814,313.252,0,25,25,7.500,1,-10921639,30199.618,29789,28200,34356,14767613,1662.134,10.272,0.022,0.767
1778,ID48976,48976,18,780.401,174.963,314.646,0,25,25,7.500,1,-10921639,53796.706,61365,26015,65535,26306589,14216.652,10.661,0.314,1.808
1779,ID48980,48980,38,643.706,0.000,317.340,0,25,25,7.500,1,-10921639,45376.865,65535,0,65535,22189287,26716.615,13.398,0.327,0.836
1780,ID48983,48983,35,49.934,113.995,318.495,0,25,25,7.500,1,-10921639,27491.108,27207,25817,30782,13443152,1316.600,10.508,0.018,0.735
1781,ID48990,48990,44,702.887,31.523,321.783,0,25,25,7.500,1,-10921639,59354.759,65535,26810,65535,29024477,11500.757,11.097,0.263,2.152
1782,ID48991,48991,18,769.029,150.419,322.038,0,25,25,7.500,1,-10921639,52809.065,58783,26214,65535,25823633,14161.736,10.666,0.305,1.745
1783,ID49004,49004,40,62.803,577.766,331.145,0,25,25,7.500,1,-10921639,30584.241,30384,28597,34952,14955694,1528.820,10.212,0.021,0.819
1784,ID49009,49009,33,649.805,638.454,334.596,0,25,25,7.500,1,-10921639,63628.720,65535,34555,65535,31114444,6069.490,13.971,0.255,4.258
1785,ID49014,49014,9,800.735,89.260,339.125,0,25,25,7.500,1,-10921639,63566.986,65535,32172,65535,31084256,6447.633,14.501,0.344,5.051
1786,ID49037,49037,33,611.039,599.137,351.278,0,25,25,7.500,1,-10921639,64754.869,65535,39917,65535,31665131,3687.902,16.455,0.235,6.693
1787,ID49043,49043,0,189.628,33.874,353.377,0,25,25,7.500,1,-10921639,29609.505,29987,23632,36342,14479048,3388.132,10.558,0.101,1.599
1788,ID49044,49044,42,767.453,112.796,353.218,0,25,25,7.500,1,-10921639,64249.260,65535,30583,65535,31417888,5100.271,16.725,0.321,6.122
1789,ID49045,49045,25,557.774,630.559,354.404,0,25,25,7.500,1,-10921639,62859.149,65535,31576,65535,30738124,6759.512,13.747,0.206,3.177
1790,ID49046,49046,9,769.824,62.874,354.778,0,25,25,7.500,1,-10921639,63379.352,65535,31576,65535,30992503,6987.714,16.587,0.321,4.403
1791,ID49071,49071,25,630.539,615.702,372.431,0,25,25,7.500,1,-10921639,60255.955,65535,28796,65535,29465162,10191.901,11.140,0.233,2.237
1792,ID49073,49073,20,815.365,139.512,373.541,0,25,25,7.500,1,-10921639,59090.767,65535,25817,65535,28895385,12411.995,11.167,0.341,2.419
